DATE	TIME	CAN0.trq_req	Average Torque	Average Speed	Average Voltage	Average Current	Vibration	CAN0.v_bus_filt	CAN0.spd_act	CAN0.trq_des	CAN0.mtr_temp1	CAN0.mtr_temp2	CAN0.inv_temp1	CAN0.inv_temp2	CAN0.inv_temp3	CAN0.phs_ia	CAN0.phs_ib	CAN0.phs_ic
Mo/Day/Yr	Hr:Min:Sec	(Nm or % Trq)	(Nm)	(RPM)	(V)	(A)	(mm/s)	(V)	(rpm)	(Nm)	(C)	(C)	(C)	(C)	(C)	(Arms)	(Arms)	(Arms)
05/18/2022	14:37:16.2131	100	227.426437	4498.15234	319.459137	359.0941	3.46725488	311.7	4495	264.9	41	43	23	23	22	181.5	324.2	-495
05/18/2022	14:37:17.2131	100	227.42366	4498.153	319.4591	359.3209	3.478995	311.7	4503	264.9	41	43	23	23	22	137.9	356.5	-508.8
05/18/2022	14:37:18.2131	100	227.416046	4498.153	319.459076	359.014618	3.50223947	311.6	4493	264.9	42	43	23	23	22	100.2	377.1	-491
05/18/2022	14:37:19.2131	100	227.409653	4498.152	319.459076	359.016724	3.52481318	311.5	4495	264.9	42	43	23	23	22	177.3	315.1	-482.5
05/18/2022	14:37:20.2131	100	227.405441	4498.15234	319.459076	359.1599	3.4814887	311.5	4513	264.9	42	43	23	23	22	123.6	359.1	-497.3
05/18/2022	14:37:21.2131	100	227.3956	4498.15234	319.458984	359.2902	3.45073557	311.5	4495	264.9	42	44	23	23	22	83.1	392.4	-487.6
05/18/2022	14:37:22.2131	100	227.38591	4498.153	319.459	359.141968	3.435359	311.6	4503	264.9	42	44	23	23	22	140.3	348.1	-503
05/18/2022	14:37:23.2131	100	227.379913	4498.152	319.459	359.119324	3.50478959	311.6	4494	264.9	42	44	23	23	22	92.7	382.8	-492.8
05/18/2022	14:37:24.2131	100	227.369385	4498.152	319.459	358.9051	3.539925	311.6	4512	264.9	43	44	23	23	22	143.7	349.6	-508.4
05/18/2022	14:37:25.2131	100	227.364868	4498.153	319.458923	358.680725	3.559382	311.5	4495	264.9	43	45	23	23	22	102.9	384.9	-497.3
05/18/2022	14:37:26.2131	100	227.3595	4498.151	319.4589	358.846222	3.59868288	311.5	4513	264.9	43	45	23	23	22	133.4	352.2	-500.4
05/18/2022	14:37:27.2131	100	227.348663	4498.15	319.4589	358.8688	3.57447529	311.5	4495	264.9	43	45	23	22	22	190.1	308.3	-512.8
05/18/2022	14:37:28.2131	100	227.33754	4498.15039	319.458954	358.642944	3.580455	311.5	4493	264.9	43	45	23	22	22	136.9	359.5	-508.4
05/18/2022	14:37:29.2131	100	227.324615	4498.15	319.459	358.80072	3.609063	311.6	4499	264.9	43	45	22	22	22	180.8	312.2	-508.5
05/18/2022	14:37:30.2131	100	227.3149	4498.15039	319.459076	358.961151	3.64741	311.6	4494	264.9	43	45	22	22	22	117.9	365.2	-495.9
05/18/2022	14:37:31.2131	100	227.312668	4498.15234	319.459076	358.756683	3.68543577	311.7	4496	264.9	44	46	22	22	22	197.5	297.2	-509.6
05/18/2022	14:37:32.2131	100	227.313477	4498.152	319.459137	358.817078	3.70674586	311.7	4494	264.9	44	46	22	22	22	130.7	364.8	-506.6
05/18/2022	14:37:33.2131	100	227.309036	4498.152	319.459137	359.088226	3.715981	311.6	4501	264.9	44	46	22	22	22	174.5	322.4	-510.6
05/18/2022	14:37:34.2131	100	227.306213	4498.15332	319.459137	359.000366	3.69115	311.6	4497	264.9	44	46	22	22	22	204.5	299.3	-519.8
05/18/2022	14:37:35.2131	100	227.298553	4498.152	319.4591	358.7844	3.5675993	311.6	4495	264.9	44	46	22	22	22	126.9	355.8	-496.8
05/18/2022	14:37:36.2131	100	227.285172	4498.15137	319.459259	358.601868	3.35627127	311.6	4507	264.9	45	47	22	22	22	172.2	329.4	-514.1
05/18/2022	14:37:37.2131	100	227.272324	4498.153	319.4592	358.6505	3.18611336	311.6	4495	264.9	45	47	22	22	22	220.2	282.2	-513.7
05/18/2022	14:37:38.2131	100	227.263824	4498.15234	319.459137	358.573242	3.10838056	311.6	4494	264.9	45	47	22	22	22	138.5	356	-510.2
05/18/2022	14:37:39.2131	100	227.2536	4498.152	319.4591	358.748077	3.081987	311.6	4492	264.9	45	47	22	22	22	154.3	335.8	-502.6
05/18/2022	14:37:40.2131	100	227.247345	4498.152	319.459076	358.9868	3.09250355	311.6	4503	264.9	45	48	22	22	22	188.7	309.1	-511.9
05/18/2022	14:37:41.2131	100	227.2356	4498.15234	319.458984	359.082855	3.2206068	311.6	4497	264.9	45	48	22	22	22	221.8	286.4	-521.7
05/18/2022	14:37:42.2131	100	227.2232	4498.15234	319.459	359.1726	3.40190458	311.7	4496	264.9	46	48	22	22	22	435.7	-430.3	-14.6
05/18/2022	14:37:43.2131	100	227.209244	4498.15	319.458923	359.390778	3.3842423	311.7	4495	264.9	46	48	22	22	22	143.9	342.6	-500.5
05/18/2022	14:37:44.2131	100	227.202621	4498.152	319.4589	359.3922	3.22536278	311.6	4487	264.9	46	48	22	22	22	468.4	-404.4	-75.4
05/18/2022	14:37:45.2131	100	227.191483	4498.15234	319.4589	359.1305	3.04938674	311.7	4502	264.9	46	48	22	22	22	209.7	297.3	-520.8
05/18/2022	14:37:46.2131	100	227.176	4498.153	319.458923	359.02063	2.98965645	311.7	4499	264.9	46	49	22	22	22	221.7	283.7	-518.5
05/18/2022	14:37:47.2131	100	227.164429	4498.153	319.458923	359.2107	2.98767281	311.6	4496	264.9	47	49	22	22	22	237.5	357	-498.2
05/18/2022	14:37:48.2131	100	227.163864	4498.155	319.459	359.169037	3.0144968	311.8	4495	264.9	47	49	22	22	22	139	344.9	-500.8
05/18/2022	14:37:49.2131	100	227.152069	4498.15332	319.458954	358.934082	3.04616618	311.7	4495	264.9	47	49	22	22	22	153.4	334	-502.6
05/18/2022	14:37:50.2131	100	227.144272	4498.15332	319.458984	359.128418	3.08457923	311.7	4492	264.9	47	49	22	22	22	183.4	311.9	-510.1
05/18/2022	14:37:51.2131	100	227.14534	4498.15234	319.458954	359.2402	3.13697076	311.7	4487	264.9	47	50	22	22	22	459.2	-414.1	-57.1
05/18/2022	14:37:52.2131	100	227.144241	4498.15234	319.458923	358.8139	3.23205829	311.7	4507	264.9	48	50	22	22	22	452.3	-420.3	-46.4
05/18/2022	14:37:53.2131	100	227.129715	4498.15234	319.4589	358.81424	3.357541	311.8	4507	264.9	48	50	22	22	22	449.3	-414.7	-45.9
05/18/2022	14:37:54.2131	100	227.12233	4498.15234	319.459	358.801422	3.47967625	311.7	4507	264.9	48	50	22	22	22	453.6	-405.3	-58.4
05/18/2022	14:37:55.2131	100	227.110947	4498.152	319.459	358.569641	3.55156612	311.8	4486	264.9	48	50	22	22	22	457	-413.3	-54.9
05/18/2022	14:37:56.2131	100	227.095322	4498.152	319.459	358.5016	3.57399035	311.8	4507	264.9	48	50	22	22	22	457	-423	-46.4
05/18/2022	14:37:57.2131	100	227.0822	4498.15137	319.458984	358.527435	3.55868316	311.8	4486	264.9	48	51	22	22	22	452.9	-425.6	-40.1
05/18/2022	14:37:58.2131	100	227.073029	4498.153	319.4591	358.581573	3.503803	311.9	4487	264.9	48	51	22	22	22	449.1	-410.2	-50.2
05/18/2022	14:37:59.2131	100	227.064468	4498.15234	319.4591	358.696655	3.433616	311.9	4487	264.9	48	51	22	22	22	450.7	-408.7	-52.3
05/18/2022	14:38:00.2131	100	227.052811	4498.152	319.459076	359.067627	3.34741139	311.9	4492	264.9	49	51	22	22	22	454.6	-411.2	-54.7
05/18/2022	14:38:01.2131	100	227.048782	4498.152	319.459045	359.210022	3.268852	311.9	4512	264.9	49	51	22	22	22	460.1	-420.9	-52
05/18/2022	14:38:02.2131	100	227.038467	4498.153	319.459137	359.2443	3.23522758	311.8	4493	264.9	49	51	22	22	22	454.8	-411.6	-56
05/18/2022	14:38:03.2131	100	227.033813	4498.15234	319.4591	359.354828	3.16595769	311.9	4495	264.9	49	51	22	22	22	462.8	-394.7	-79.7
05/18/2022	14:38:04.2131	100	227.025375	4498.15234	319.459076	359.5145	3.09281516	312	4494	264.9	49	52	22	22	22	401.2	-401.8	-80.8
05/18/2022	14:38:05.2131	100	227.020447	4498.15234	319.459045	359.284119	3.02268577	311.8	4497	264.9	49	52	22	22	22	408.7	-443.8	24.4
05/18/2022	14:38:06.2131	100	227.005646	4498.153	319.4591	359.107147	2.97406268	311.9	4496	264.9	50	52	22	22	22	419.9	-445.2	17.9
05/18/2022	14:38:07.2131	100	226.999054	4498.15332	319.4591	358.943542	2.931985	311.9	4507	264.9	50	52	22	22	22	438.2	-424.1	-26.6
05/18/2022	14:38:08.2131	100	226.983231	4498.15234	319.459	358.520782	2.88751769	312	4513	264.9	50	53	22	22	22	450.4	-421	-42.4
05/18/2022	14:38:09.2131	100	226.972458	4498.152	319.459	358.275482	2.87140441	312	4495	264.9	50	53	22	22	22	386.9	-399.6	-76.3
05/18/2022	14:38:10.2131	100	226.9642	4498.153	319.459	358.439484	2.84118	312	4496	264.9	50	53	22	22	22	399.6	-456.3	46.6
05/18/2022	14:38:11.2131	100	226.954514	4498.15234	319.459045	358.4182	2.84879923	312	4502	264.9	50	53	22	22	22	431.7	-444	2.2
05/18/2022	14:38:12.2131	100	226.9416	4498.152	319.458984	358.4741	2.86328149	312.1	4493	264.9	50	53	22	22	21	452.1	-421.3	-44.7
05/18/2022	14:38:13.2131	100	226.935822	4498.15137	319.459045	358.5507	2.88123775	312.1	4497	264.9	51	53	22	22	21	382.6	-451	-71.9
05/18/2022	14:38:14.2131	100	226.937775	4498.152	319.459045	358.7653	2.874323	312.1	4496	264.9	51	54	22	22	22	393.7	-453.3	52.4
05/18/2022	14:38:15.2131	100	226.924408	4498.152	319.4591	358.64447	2.85618734	312.2	4502	264.9	51	54	22	22	22	423.4	-433.7	2.6
05/18/2022	14:38:16.2131	100	226.917755	4498.152	319.459076	358.543182	2.86992455	312.2	4494	264.9	51	54	22	22	22	444.3	-417.2	-38.8
05/18/2022	14:38:17.2131	100	226.908829	4498.15234	319.4591	358.18277	2.89177728	312.2	4496	264.9	51	54	22	22	22	385.6	-465.6	70.2
05/18/2022	14:38:18.2131	100	226.899658	4498.15674	319.4592	358.397858	2.90372539	312.2	4499	264.9	51	55	22	22	21	414.1	-451.8	28.2
05/18/2022	14:38:19.2131	100	226.876572	4498.15674	319.459259	358.5883	2.91503263	312.3	4512	264.9	52	55	22	22	22	438.4	-429.1	-18.3
05/18/2022	14:38:20.2131	100	226.86734	4498.15625	319.45932	358.3892	2.941959	312.2	4495	264.9	52	55	22	22	22	370.4	-410.2	-48.2
05/18/2022	14:38:21.2131	100	226.860931	4498.15625	319.459259	358.344421	2.96741319	312.1	4496	264.9	52	55	22	22	22	397.2	-458.1	54
05/18/2022	14:38:22.2131	100	226.8527	4498.15625	319.45932	358.970032	2.987569	312.1	4506	264.9	52	55	22	22	21	428	-444.9	7.5
05/18/2022	14:38:23.2131	100	226.839661	4498.153	319.459229	358.923553	3.000452	312.2	4493	264.9	52	56	22	22	22	445	-419.6	-34.7
05/18/2022	14:38:24.2131	100	226.828659	4498.152	319.459137	358.579285	3.01094556	312.2	4497	264.9	52	56	22	22	22	381.7	-452.2	63.9
05/18/2022	14:38:25.2131	100	226.821747	4498.15137	319.459045	358.770477	3.04107523	312.3	4503	264.9	53	56	22	22	22	414.5	-442.4	19.6
05/18/2022	14:38:26.2131	100	226.807053	4498.152	319.459045	358.90744	3.05756617	312.3	4495	264.9	53	56	22	22	22	443.4	-426.9	-30.1
05/18/2022	14:38:27.2131	100	226.799942	4498.152	319.458984	358.75235	3.03120518	312.2	4496	264.9	53	57	22	22	21	387.2	-464.4	68
05/18/2022	14:38:28.2131	100	226.7961	4498.152	319.459	358.944946	2.99764681	312.3	4513	264.9	53	57	22	22	22	429	-439.5	1.6
05/18/2022	14:38:29.2131	100	226.794571	4498.152	319.459045	358.8781	3.03151679	312.3	4496	264.9	53	57	22	22	22	375.4	-466.1	80.1
05/18/2022	14:38:30.2131	100	226.787262	4498.153	319.459137	358.873749	3.08441114	312.2	4508	264.9	53	57	22	22	22	416	-437.3	9.5
05/18/2022	14:38:31.2131	100	226.781815	4498.153	319.459167	358.793121	3.0812943	312.3	4497	264.9	54	58	22	22	22	369.8	-459.5	83.4
05/18/2022	14:38:32.2131	100	226.77536	4498.15234	319.459229	358.646942	3.083729	312.5	4498	264.9	54	58	22	22	22	398.3	-457.9	51.4
05/18/2022	14:38:33.2131	100	226.762192	4498.152	319.4592	358.4619	3.09237647	312.4	4495	264.9	54	58	22	22	22	356.1	-419.7	-28.4
05/18/2022	14:38:34.2131	100	226.753281	4498.15234	319.459259	358.245636	3.11050057	312.3	4497	264.9	54	58	22	22	22	379.8	-459.5	66.4
05/18/2022	14:38:35.2131	100	226.741425	4498.15234	319.459259	358.272064	3.0826335	312.4	4494	264.9	54	58	22	22	22	424.9	-429.4	-4.9
05/18/2022	14:38:36.2131	100	226.7356	4498.152	319.4592	358.498627	3.105802	312.4	4497	264.9	54	59	22	22	22	373.9	-452.7	71.3
05/18/2022	14:38:37.2131	100	226.720078	4498.153	319.4592	358.350067	3.0876205	312.4	4493	264.9	54	58	22	22	22	431.6	-439.9	-4
05/18/2022	14:38:38.2131	100	226.7172	4498.153	319.4592	358.170044	3.10172725	312.3	4496	264.9	55	59	22	22	22	378.5	-466.9	75.1
05/18/2022	14:38:39.2131	100	226.707748	4498.15332	319.459167	358.50296	3.10149622	312.5	4493	264.9	55	59	22	22	22	425.9	-435.9	-1.7
05/18/2022	14:38:40.2131	100	226.698364	4498.15234	319.459137	358.29425	3.08439016	312.4	4499	264.9	55	59	22	22	22	384.8	-451.6	60.5
05/18/2022	14:38:41.2131	100	226.683823	4498.153	319.459137	358.1274	2.99681568	312.4	4496	264.9	55	59	22	22	22	363.1	-474.5	102.7
05/18/2022	14:38:42.2131	100	226.679214	4498.152	319.459167	358.3756	2.96720552	312.5	4507	264.9	55	60	22	22	22	406.1	-451.8	36.6
05/18/2022	14:38:43.2131	100	226.667023	4498.153	319.459137	358.589935	2.929586	312.5	4497	264.9	56	60	22	22	22	377.4	-464.2	73.1
05/18/2022	14:38:44.2131	100	226.657776	4498.15234	319.459137	358.688934	2.99577665	312.6	4494	264.9	56	60	22	22	22	426.8	-441.1	1.7
05/18/2022	14:38:45.2131	100	226.6515	4498.15234	319.4591	359.0789	3.231072	312.6	4502	264.9	56	60	22	22	22	386	-450.1	53.8
05/18/2022	14:38:46.2131	100	226.645737	4498.152	319.459076	359.1374	3.29670453	312.6	4496	264.9	56	61	22	22	22	366.1	-472.8	100.5
05/18/2022	14:38:47.2131	100	226.635147	4498.15234	319.459045	358.907318	3.21790552	312.6	4494	264.9	56	61	22	22	22	414.8	-436.5	13.3
05/18/2022	14:38:48.2131	100	226.626709	4498.152	319.4591	359.0715	3.226217	312.6	4506	264.9	56	61	22	22	22	396.7	-458.6	55.3
05/18/2022	14:38:49.2131	100	226.621872	4498.152	319.459045	359.151978	3.261611	312.6	4497	264.9	57	61	22	22	22	360	-463.9	93.2
05/18/2022	14:38:50.2131	100	226.61235	4498.15234	319.459045	358.817261	3.232347	312.6	4493	264.9	57	61	22	22	22	424	-446.9	16.7
05/18/2022	14:38:51.2131	100	226.600449	4498.15332	319.459	358.802521	3.20953727	312.6	4507	264.9	57	62	22	22	22	396.5	-449.9	43.3
05/18/2022	14:38:52.2131	100	226.59581	4498.152	319.458862	358.8673	3.17987967	312.6	4496	264.9	57	62	22	22	22	365.1	-476.2	101.1
05/18/2022	14:38:53.2131	100	226.5911	4498.152	319.4588	358.380157	3.187464	312.6	4499	264.9	58	62	22	22	22	355.6	-479.8	115.7
05/18/2022	14:38:54.2131	100	226.582458	4498.15039	319.4589	357.876984	3.17865181	312.7	4494	264.9	57	62	22	22	22	417.1	-439	13
05/18/2022	14:38:55.2131	100	226.574326	4498.151	319.458984	357.915466	3.16710043	312.7	4507	264.9	58	63	22	22	22	387.3	-456.3	59.5
05/18/2022	14:38:56.2131	100	226.570984	4498.15039	319.459	357.806763	3.13539338	312.6	4496	264.9	58	63	22	22	22	367.8	-473.1	92.1
05/18/2022	14:38:57.2131	100	226.560913	4498.15137	319.459259	358.0034	3.11716461	312.7	4497	264.9	58	63	22	22	22	349.5	-468.8	110.1
05/18/2022	14:38:58.2131	100	226.549316	4498.15137	319.459229	358.091919	3.11130857	312.7	4493	264.9	58	64	22	22	22	412.3	-443.3	24.3
05/18/2022	14:38:59.2131	100	226.5355	4498.153	319.459259	358.220764	3.12100554	312.7	4512	264.9	58	64	22	22	22	399.3	-458.4	45.5
05/18/2022	14:39:00.2131	100	226.52594	4498.15234	319.4592	358.3275	3.14403582	312.7	4512	264.9	58	64	22	22	22	385.9	-464.7	67.4
05/18/2022	14:39:01.2131	100	226.5144	4498.15234	319.459229	358.440521	3.172503	312.7	4502	264.9	59	64	22	22	22	373.6	-470.5	89.9
05/18/2022	14:39:02.2131	100	226.504349	4498.152	319.4591	358.291321	3.091984	312.7	4502	264.9	59	64	22	22	22	369.8	-475.2	98.1
05/18/2022	14:39:03.2131	100	226.493637	4498.153	319.459076	358.2965	3.08678937	312.7	4499	264.9	59	65	23	23	22	358.1	-472.5	105.3
05/18/2022	14:39:04.2131	100	226.48262	4498.15234	319.459045	358.503326	3.10392046	312.7	4499	264.9	59	65	22	22	22	347.5	-475.5	118.8
05/18/2022	14:39:05.2131	100	226.475418	4498.152	319.458954	358.363251	3.125023	312.7	4497	264.9	59	65	22	22	22	329.8	-439.2	16.3
05/18/2022	14:39:06.2131	100	226.4686	4498.152	319.459	358.4223	3.1335423	312.8	4494	264.9	60	66	23	23	22	393.4	-446.5	39.4
05/18/2022	14:39:07.2131	100	226.4649	4498.15332	319.459076	358.467133	3.13146424	312.8	4512	264.9	60	66	22	22	22	377.2	-457.7	71.8
05/18/2022	14:39:08.2131	100	226.46402	4498.152	319.459076	358.5161	3.12304878	312.8	4506	264.9	60	66	23	23	22	373.8	-467.5	88.3
05/18/2022	14:39:09.2131	100	226.4553	4498.151	319.4591	358.305084	3.13405013	312.8	4502	264.9	60	66	23	23	22	-338.7	-185	533.9
05/18/2022	14:39:10.2131	100	226.449524	4498.15137	319.459167	358.345551	3.1339767	312.8	4499	264.9	60	66	23	23	22	354.1	-476.6	115.9
05/18/2022	14:39:11.2131	100	226.437485	4498.15	319.459167	358.246521	3.14112663	312.7	4499	264.9	60	67	23	23	22	346.8	-476.3	122
05/18/2022	14:39:12.2131	100	226.427429	4498.15	319.459167	358.257	3.14995766	312.8	4499	264.9	61	67	23	23	22	-361.6	-156	528.5
05/18/2022	14:39:13.2131	100	226.4073	4498.15039	319.459229	357.882843	3.15120459	312.8	4499	264.9	61	67	23	23	22	338	-470.2	122.2
05/18/2022	14:39:14.2131	100	226.39917	4498.15137	319.459167	357.962524	3.134893	312.8	4499	264.9	61	67	23	23	22	332.3	-472.7	132.8
05/18/2022	14:39:15.2131	100	226.394363	4498.15137	319.459259	357.954224	3.12325668	312.8	4495	264.9	61	68	23	23	22	398	-459.9	52
05/18/2022	14:39:16.2131	100	226.382187	4498.15137	319.4593	357.726563	3.13767219	312.8	4497	264.9	61	68	23	23	22	320.9	-476.6	28.5
05/18/2022	14:39:17.2131	100	226.376541	4498.15137	319.4592	357.6718	3.15748453	312.8	4495	264.9	62	68	23	23	22	394.3	-448	43.7
05/18/2022	14:39:18.2131	100	226.371033	4498.15137	319.459137	358.1125	3.17084074	312.9	4494	264.9	62	69	23	23	22	-392.3	-225.2	525.3
05/18/2022	14:39:19.2131	100	226.358719	4498.152	319.459137	358.016	3.164503	312.9	4494	264.9	62	69	23	23	22	-302.6	-215.7	524.2
05/18/2022	14:39:20.2131	100	226.346558	4498.15234	319.4591	358.0589	3.146737	312.8	4512	264.9	62	69	23	23	22	369.6	-459.8	80.8
05/18/2022	14:39:21.2131	100	226.342911	4498.153	319.459045	358.128479	3.14106059	312.9	4506	264.9	62	69	23	23	22	-330.9	-187.1	525.5
05/18/2022	14:39:22.2131	100	226.324661	4498.15234	319.459167	357.9627	3.13114333	312.9	4507	264.9	63	69	23	23	22	-326.5	-184.9	521
05/18/2022	14:39:23.2131	100	226.320709	4498.152	319.459229	358.046051	3.14917278	312.8	4503	264.9	63	69	23	23	22	349.7	-465.7	106.3
05/18/2022	14:39:24.2131	100	226.319214	4498.152	319.459167	358.1576	3.16741228	312.8	4502	264.9	63	70	23	23	22	-345	-167.7	522.7
05/18/2022	14:39:25.2131	100	226.3076	4498.151	319.4592	357.840576	3.129906	312.8	4502	264.9	63	70	23	23	22	-342.1	-170.3	520.3
05/18/2022	14:39:26.2131	100	226.30217	4498.15137	319.459137	357.952667	3.12755418	312.8	4503	264.9	64	70	23	23	22	-343.7	-172.7	527.8
05/18/2022	14:39:27.2131	100	226.293457	4498.151	319.459	358.234	3.15135574	312.8	4506	264.9	64	70	23	23	22	-341.1	-177.3	526.9
05/18/2022	14:39:28.2131	100	226.284836	4498.151	319.459	358.1871	3.18838024	312.9	4506	264.9	64	71	23	23	22	-337.5	-178	524.3
05/18/2022	14:39:29.2131	100	226.27037	4498.15	319.459076	358.027679	3.20013928	312.9	4512	264.9	64	71	23	23	22	-327.2	-185	524.6
05/18/2022	14:39:30.2131	100	226.259933	4498.15	319.459	358.42746	3.20366025	312.8	4494	264.9	64	71	23	23	22	-315.2	-206.1	528.1
05/18/2022	14:39:31.2131	100	226.249786	4498.15039	319.459	358.5849	3.21676254	312.8	4497	264.9	64	71	23	23	22	-391.3	-109.5	509.7
05/18/2022	14:39:32.2131	100	226.242844	4498.152	319.4591	358.4666	3.23099637	312.8	4499	264.9	65	71	23	23	22	-391.2	-115.4	517.2
05/18/2022	14:39:33.2131	100	226.230255	4498.152	319.459167	358.209137	3.24106264	312.8	4499	264.9	65	72	23	23	22	-378.1	-122.9	511.5
05/18/2022	14:39:34.2131	100	226.228073	4498.152	319.459076	358.2421	3.250067	312.8	4499	264.9	65	72	23	23	22	-370.9	-143.7	524.3
05/18/2022	14:39:35.2131	100	226.220078	4498.152	319.459137	358.0037	3.25645065	312.9	4502	264.9	65	72	23	23	22	-349	-162.5	522.8
05/18/2022	14:39:36.2131	100	226.209152	4498.153	319.459167	357.899475	3.2547884	312.9	4512	264.9	65	72	23	23	22	-337.9	-183.8	530.3
05/18/2022	14:39:37.2131	100	226.201782	4498.152	319.459076	357.9883	3.266243	312.8	4493	264.9	66	72	23	23	22	-328.6	-190.4	524.3
05/18/2022	14:39:38.2131	100	226.192734	4498.152	319.458984	357.970459	3.269807	312.8	4495	264.9	66	73	23	23	22	-399.7	-95.2	531.7
05/18/2022	14:39:39.2131	100	226.183563	4498.153	319.459076	358.094971	3.27310228	312.8	4499	264.9	66	73	23	23	22	-394.5	-109	510.1
05/18/2022	14:39:40.2131	100	226.174545	4498.15332	319.459045	358.110565	3.283983	312.8	4499	264.9	66	73	23	23	22	-377.4	-129.5	513.8
